Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
24,05-03-2010,1412387.37,0,36.73,2.919,131.735,8.326
16,28-05-2010,479430.0,0,52.08,2.737,189.4452425,6.842
36,05-08-2011,381017.75,0,86.71,3.652,214.2972939,8.177
38,26-10-2012,417290.38,0,65.95,4.301,131.1930968,10.199
22,18-02-2011,975964.86,0,35.34,3.263,137.2511849,8.458
6,11-02-2011,1486920.17,1,39.38,3.022,214.4630941,6.858
43,29-10-2010,610076.32,0,65.88,2.716,203.8242258,10.21
25,22-04-2011,756588.42,0,45.87,3.892,208.4779405,7.287
2,26-10-2012,1834458.35,0,69.79,3.506,223.0783366,6.17
45,15-04-2011,765270.02,0,53.69,3.821,185.5339821,8.521
32,04-11-2011,1204628.28,0,37.95,3.527,195.4847959,8.513
40,17-08-2012,969387.48,0,69.41,3.84,138.1857097,4.156
17,10-12-2010,962475.55,0,31.64,2.817,126.7934,6.885
20,05-02-2010,2401395.47,0,25.92,2.784,204.2471935,8.187
15,29-07-2011,577511.02,0,74.67,4.004,135.9639355,7.806
24,06-01-2012,1251581.89,0,32.86,3.585,136.698129,8.659
6,26-03-2010,1472033.38,0,53.74,2.732,212.533737,7.259
7,18-11-2011,539826.56,0,29.53,3.479,195.7184713,8.513
40,14-05-2010,907262.47,0,45.5,2.983,132.152129,5.435
16,04-05-2012,426959.62,0,51.34,3.903,197.6063534,6.169
7,10-08-2012,675926.3,0,63.41,3.509,198.0795651,7.872
23,13-05-2011,1254914.87,0,55.12,4.095,134.593,4.781
13,03-12-2010,2083379.89,0,25.8,2.812,126.7313333,7.795
37,15-06-2012,508573.16,0,82.15,3.393,220.4494148,6.989
31,17-08-2012,1410181.7,0,85.55,3.571,221.6751459,6.565
13,02-04-2010,2142482.14,0,42.15,2.842,126.6034839,8.107
37,01-10-2010,529877.93,0,74.66,2.603,210.4404433,8.476
3,25-02-2011,397211.19,0,67.4,3.065,216.8780275,7.551
26,06-07-2012,1180470.8,0,64.94,3.538,138.2296333,7.405
30,09-12-2011,436741.02,0,41.44,3.158,218.605037,7.441
5,27-04-2012,324839.74,0,68.96,3.814,222.2053519,5.801
25,05-02-2010,677231.63,0,21.1,2.784,204.2471935,8.187
37,25-02-2011,514758.19,0,67.73,3.065,212.2912786,8.395
35,02-09-2011,813486.55,0,71.44,3.703,140.196985,8.684
7,02-03-2012,551058.13,0,21.64,3.191,196.9565303,8.256
43,06-05-2011,649148.74,0,66.77,3.906,207.5714929,10.581
16,18-03-2011,497373.49,0,36.5,3.406,192.1237981,6.614
19,05-10-2012,1408016.1,0,59.86,4.151,138.8256,7.992
34,29-10-2010,926294.02,0,50.78,2.718,126.4364194,10.21
36,18-11-2011,332901.94,0,66.28,3.26,216.9395861,7.716
40,15-07-2011,953252.14,0,68.9,3.827,135.7837419,4.584
42,30-04-2010,477615.87,0,69.76,3.105,126.3805667,9.524
25,12-10-2012,697317.41,0,43.74,4.0,216.1150568,7.293
34,30-09-2011,871847.85,0,69.44,3.371,129.6060667,10.641
14,10-08-2012,1648570.03,0,78.65,3.722,191.1626135,8.684
29,27-04-2012,497250.22,0,51.42,4.023,137.9781333,9.14
34,12-11-2010,979730.78,0,47.2,2.741,126.5461613,10.21
37,11-05-2012,527983.04,0,76.55,3.688,220.4075581,6.989
40,27-08-2010,922328.02,0,62.57,2.77,132.6932258,5.326
35,09-03-2012,796351.35,0,44.32,3.848,141.4742857,8.744
43,23-09-2011,586108.13,0,78.98,3.467,208.1642143,10.641
36,27-08-2010,412050.73,0,84.62,2.562,210.3292106,8.36
26,30-07-2010,1005324.28,0,63.79,2.792,132.5983871,8.445
41,12-10-2012,1409544.97,0,39.38,3.76,199.0539368,6.195
45,23-03-2012,791835.37,0,59.45,3.9,190.5363213,8.424
38,05-02-2010,358496.14,0,49.47,2.962,126.4420645,13.975
3,30-12-2011,410553.88,1,48.29,3.129,223.0090839,7.197
40,25-06-2010,940405.03,0,69.72,2.81,132.4976,5.435
41,26-10-2012,1316542.59,0,41.8,3.686,199.2195317,6.195
4,24-02-2012,2226662.17,0,41.31,3.541,130.5502069,4.607
42,10-08-2012,576620.31,0,90.78,3.811,130.7561613,7.17
36,13-08-2010,470436.8,0,86.06,2.644,210.3943056,8.36
30,06-05-2011,438789.52,0,61.87,3.906,215.4448709,7.931
25,15-07-2011,680510.23,0,72.67,3.76,208.5309337,7.274
2,18-03-2011,1902557.66,0,62.32,3.488,214.0156238,8.028
10,17-12-2010,2811646.85,0,59.15,3.125,126.8794839,9.003
25,10-06-2011,740259.63,0,71.45,3.881,208.1535092,7.287
19,31-08-2012,1542719.87,0,71.85,4.026,138.3771935,8.193
36,06-08-2010,467442.94,0,85.49,2.573,210.2614925,8.36
33,30-09-2011,229731.98,0,89.1,3.877,129.6060667,8.442
29,04-06-2010,588017.66,0,69.49,2.857,132.3648387,10.16
13,28-09-2012,1927664.11,0,64.8,3.821,131.043,5.765
41,04-06-2010,1305068.1,0,60.13,2.7,189.422658,7.363
21,30-04-2010,680532.69,0,66.93,2.78,210.0505833,8.2
22,13-08-2010,993097.43,0,74.75,2.81,136.4928214,8.433
9,08-04-2011,561625.92,0,71.4,3.622,218.6895775,6.38
12,24-06-2011,997282.75,0,88.95,3.898,129.0663,13.736
24,20-07-2012,1394299.0,0,76.42,3.732,138.2331935,8.953
25,10-12-2010,964729.18,0,22.65,3.109,204.6877378,7.484
21,12-02-2010,809321.44,1,37.77,2.548,210.8979935,8.324
13,22-07-2011,1987089.36,0,78.5,3.563,129.1507742,6.877
27,12-08-2011,1758437.96,0,76.67,3.995,140.0859873,7.85
24,12-08-2011,1402818.01,0,72.52,3.995,136.144129,8.358
24,05-08-2011,1417616.81,0,74.64,4.02,136.0540323,8.358
25,13-01-2012,614764.31,0,34.6,3.513,212.7386486,6.961
40,04-02-2011,904261.65,0,13.29,3.24,133.1834194,5.114
36,03-02-2012,310982.87,0,61.33,3.421,218.8619099,7.244
25,04-06-2010,764155.44,0,69.22,2.847,204.4042877,7.856
5,10-09-2010,306533.08,1,79.86,2.565,212.0499271,6.496
22,11-02-2011,1009206.33,1,28.89,3.255,137.1378318,8.458
45,26-02-2010,741891.65,0,34.89,2.754,182.0774691,8.992
1,06-07-2012,1769854.16,0,81.57,3.227,221.8837789,6.908
28,21-05-2010,1217923.71,0,76.2,3.12,126.1843871,14.099
21,15-07-2011,728311.15,0,91.05,3.575,215.0134426,7.852
32,11-06-2010,1192074.09,0,70.86,2.684,189.4000734,8.963
25,30-12-2011,683665.37,1,32.42,3.389,212.4035763,7.082
20,07-05-2010,2137202.38,0,66.74,2.966,203.6101784,7.856
6,30-03-2012,1508933.26,0,67.91,3.845,222.9675066,6.132
12,13-05-2011,977033.5,0,70.93,4.202,129.089,13.736
7,06-07-2012,805642.61,0,64.67,3.646,197.8322195,7.872
23,07-09-2012,1427162.26,1,66.74,3.921,138.4729355,4.156
45,20-01-2012,700392.21,0,31.85,3.533,189.4214733,8.424
16,03-12-2010,512260.59,0,23.68,2.712,190.9931437,6.986
42,18-02-2011,556485.1,0,61.77,3.43,127.99525,8.744
18,30-04-2010,1060446.16,0,51.12,2.935,132.0644333,9.269
3,22-07-2011,360617.37,0,86.19,3.651,218.7857881,7.567
17,08-04-2011,811855.72,0,39.16,3.547,128.8238065,6.774
3,25-03-2011,380683.67,0,72.94,3.473,217.9674705,7.551
6,30-12-2011,1598080.52,1,46.8,3.129,221.1282634,6.551
34,14-10-2011,911788.79,0,54.72,3.283,129.7706452,10.148
23,25-03-2011,1148624.83,0,29.11,3.624,133.9587419,5.114
38,19-11-2010,348593.99,0,58.18,3.161,126.6072,14.313
44,07-05-2010,285379.86,0,44.42,2.948,126.2898,7.972
24,15-10-2010,1300806.74,0,52.83,2.999,132.7633548,8.275
29,20-01-2012,446863.31,0,29.16,3.542,136.8564194,8.988
15,13-04-2012,558585.13,0,43.52,4.187,137.868,8.15
13,11-05-2012,2080764.17,0,56.47,3.809,131.1453333,5.965
6,05-08-2011,1601584.57,0,91.46,3.684,217.0839894,6.925
45,17-06-2011,811153.67,0,69.32,3.842,185.6719333,8.521
19,06-01-2012,1266570.4,0,31.84,3.585,136.698129,7.943
1,25-11-2011,2033320.66,1,60.14,3.236,218.4676211,7.866
30,05-08-2011,431798.64,0,94.22,3.684,215.1978515,7.852
27,29-10-2010,1688955.49,0,61.02,3.055,136.7375484,8.021
21,10-09-2010,674055.81,1,79.3,2.565,211.1532104,8.099
17,09-09-2011,1161900.18,1,61.94,3.619,129.3686129,6.745
38,13-08-2010,341400.72,0,87.01,3.159,126.064,14.18
40,09-03-2012,954233.87,0,30.58,3.876,137.5066897,4.261
23,02-09-2011,1464295.69,0,65.33,3.784,136.2440968,4.584
41,12-02-2010,1075656.34,1,23.04,2.572,189.4642725,7.541
20,14-09-2012,2047949.98,0,64.84,3.948,215.3583757,7.28
42,23-09-2011,528486.45,0,82.51,3.789,129.5183333,8.257
21,04-02-2011,596218.24,0,36.33,2.989,212.2240646,8.028
14,19-03-2010,2066219.3,0,48.79,2.844,182.0779857,8.992
33,15-10-2010,251732.92,0,80.49,3.08,126.3266774,9.265
13,19-10-2012,2018010.15,0,52.06,3.781,131.1499677,5.621
19,17-06-2011,1418973.62,0,64.02,3.989,135.0837333,7.658
16,23-12-2011,950691.96,0,20.79,3.173,196.1713893,6.232
17,07-01-2011,1083071.14,0,6.23,2.891,127.1917742,6.866
7,11-11-2011,556015.59,0,19.53,3.505,195.6376941,8.513
22,06-05-2011,1032076.06,0,53.63,4.078,138.4131202,8.252
8,18-05-2012,913922.01,0,64.16,3.63,225.3002908,5.679
19,16-07-2010,1412157.02,0,74.6,2.933,132.5667742,8.099
16,25-03-2011,465279.68,0,32.61,3.414,192.1964844,6.614
3,24-08-2012,412449.67,0,83.01,3.62,225.6925864,6.334
7,29-04-2011,410429.73,0,26.79,3.663,192.6243322,8.595
9,16-03-2012,550373.57,0,59.94,3.734,224.9594902,5.667
4,07-01-2011,1862476.27,0,39.34,2.98,127.1917742,6.51
15,24-09-2010,548542.47,0,62.53,2.837,132.7619333,8.099
9,18-03-2011,515226.11,0,63.82,3.488,217.9563371,6.416
19,04-02-2011,1370562.11,0,21.02,3.4,133.1834194,7.771
44,05-11-2010,270516.84,0,49.96,2.831,126.4912903,7.61
14,23-03-2012,1893447.71,0,59.45,3.9,190.5363213,8.424
22,24-02-2012,912958.95,0,39.0,3.751,141.3007857,7.503
29,14-05-2010,518940.88,0,50.99,2.983,132.152129,10.16
16,19-03-2010,504307.35,0,33.45,2.692,189.734262,7.039
26,30-03-2012,922018.43,0,33.33,3.921,137.7261935,7.467
35,18-02-2011,865305.88,0,39.32,3.245,137.2511849,8.549
14,28-09-2012,1522512.2,0,64.88,3.997,192.0135577,8.684
29,27-08-2010,545766.13,0,68.99,2.77,132.6932258,10.409
45,14-05-2010,758182.2,0,54.26,2.982,181.6612792,8.899
22,28-01-2011,799369.15,0,20.61,3.243,136.9706544,8.458
9,03-02-2012,549967.89,0,54.43,3.36,223.9006766,5.667
16,31-12-2010,575317.38,1,19.66,2.829,191.2557002,6.986
19,28-09-2012,1338299.02,0,56.81,4.158,138.7395,8.193
7,31-08-2012,586467.16,0,60.46,3.556,198.0967341,7.872
16,17-12-2010,648652.01,0,26.01,2.778,191.0303376,6.986
33,25-11-2011,255996.47,1,62.35,3.76,129.8364,8.01
36,21-09-2012,293804.45,0,75.98,3.709,221.4578604,6.623
27,10-12-2010,2139733.68,0,30.83,3.255,136.5255714,8.021
26,09-07-2010,1122356.53,0,71.08,2.806,132.5461333,8.445
33,07-09-2012,286428.78,1,92.02,4.124,130.9325484,7.147
10,10-09-2010,1720530.23,1,84.04,2.961,126.1145806,9.199
14,05-03-2010,2237544.75,0,37.13,2.777,182.1201566,8.992
17,25-02-2011,767256.53,0,24.36,3.12,128.13,6.866
18,11-06-2010,1173521.82,0,64.08,2.83,132.4357419,9.269
15,31-08-2012,610185.32,0,71.42,4.026,138.3771935,8.193
8,29-04-2011,855014.77,0,62.29,3.81,219.071119,6.297
45,14-10-2011,720946.99,0,63.82,3.541,187.6917481,8.523
30,19-08-2011,414450.61,0,90.11,3.554,215.3229307,7.852
19,31-12-2010,1275146.94,1,28.65,3.336,132.8150323,8.067
1,29-07-2011,1352219.79,0,86.83,3.682,215.4834482,7.962
21,29-10-2010,731756.65,0,67.51,2.716,211.5661131,8.163
34,13-01-2012,913755.12,0,33.99,3.263,130.244,9.653
10,13-08-2010,1962996.7,0,88.37,3.049,126.064,9.199
43,24-06-2011,604925.08,0,88.3,3.594,206.9424405,10.581
7,14-05-2010,372673.61,0,41.41,2.788,189.4904116,8.963
27,17-08-2012,1735339.59,0,76.51,3.963,142.2157385,8.239
44,12-02-2010,286857.13,1,33.16,2.671,126.4962581,8.119
21,10-02-2012,770652.79,1,46.52,3.409,219.9049073,7.057
24,20-01-2012,1151993.85,0,25.73,3.705,136.8564194,8.659
18,27-07-2012,924506.26,0,72.97,3.701,138.2033871,8.535
45,12-03-2010,765687.42,0,45.8,2.818,182.1628441,8.992
19,08-04-2011,1419911.91,0,41.26,3.895,134.1777742,7.658
37,02-03-2012,525559.17,0,64.54,3.63,219.5340975,7.244
25,23-12-2011,1290532.97,0,36.56,3.389,212.2360401,7.082
3,21-10-2011,394976.36,0,69.03,3.353,220.9144005,7.197
14,14-01-2011,1699095.9,0,24.78,3.205,182.6585782,8.549
31,05-10-2012,1363365.05,0,70.28,3.617,222.8159296,6.17
39,20-04-2012,1433391.04,0,70.04,3.877,220.2483937,6.989
40,17-09-2010,855046.95,0,55.34,2.716,132.7670667,5.326
29,16-07-2010,512292.01,0,76.3,2.796,132.5667742,10.409
12,10-09-2010,903119.03,1,83.63,3.044,126.1145806,14.18
8,04-05-2012,937232.09,0,73.96,3.749,225.2288314,5.679
26,20-01-2012,838751.5,0,15.22,3.542,136.8564194,7.467
25,18-03-2011,603393.64,0,40.94,3.631,207.4283845,7.343
44,03-02-2012,325986.05,0,31.39,3.077,130.3496774,5.774
21,23-12-2011,1384552.17,0,46.54,3.112,218.9995495,7.441
14,07-09-2012,1904512.34,1,75.7,3.911,191.5776756,8.684
45,09-09-2011,746129.56,1,71.48,3.738,186.6737376,8.625
39,12-10-2012,1494417.07,0,69.88,3.601,222.0510793,6.228
17,14-10-2011,884042.63,0,47.69,3.567,129.7706452,6.617
10,25-02-2011,1967996.71,0,53.59,3.398,128.13,8.744
3,01-10-2010,358784.1,0,73.6,2.603,214.9846548,7.564
12,24-12-2010,1768249.89,0,52.02,3.236,126.9835806,14.313
26,28-09-2012,964726.37,0,50.66,4.018,138.7395,7.405
43,29-07-2011,533917.52,0,83.43,3.682,207.313553,10.641
15,18-03-2011,551553.99,0,40.23,3.796,133.8492258,7.771
16,08-07-2011,634634.66,0,65.0,3.54,193.1878448,6.338
12,06-01-2012,945823.65,0,50.43,3.599,130.1575161,12.187
2,04-05-2012,1923957.09,0,76.73,3.749,221.3095166,6.891
40,14-10-2011,936751.68,0,53.9,3.583,136.5150968,4.42
15,22-10-2010,600395.73,0,47.1,3.049,132.8170968,8.067
34,13-05-2011,966232.69,0,63.05,3.872,129.089,10.581
7,03-12-2010,552811.62,0,21.88,2.712,190.9931437,9.137
27,06-08-2010,1908036.68,0,77.45,2.942,136.4741118,7.982
15,23-07-2010,598553.43,0,73.2,2.924,132.5825806,8.099
30,07-10-2011,417528.26,0,71.64,3.285,216.6958311,7.441
14,18-03-2011,1932491.42,0,46.66,3.631,184.809719,8.549
13,30-03-2012,1948982.7,0,53.2,3.734,130.9670968,6.104
12,05-02-2010,1100046.37,0,49.47,2.962,126.4420645,13.975
31,29-06-2012,1349202.25,0,88.05,3.286,221.4813343,6.891
34,03-09-2010,964356.74,0,72.59,2.584,126.1019355,9.816
44,23-07-2010,292680.16,0,82.27,2.797,126.1283548,7.804
33,05-08-2011,242456.39,0,96.93,3.803,129.1846452,8.442
30,08-04-2011,443889.5,0,68.62,3.622,214.7252242,7.931
33,28-01-2011,231155.9,0,56.62,3.231,127.5800323,8.951
2,26-08-2011,1821139.91,0,90.45,3.523,215.386897,7.852
6,02-04-2010,1770333.9,0,64.94,2.719,212.3322805,7.092
44,11-03-2011,284496.14,0,41.28,3.346,128.3995,7.224
8,12-10-2012,927511.99,0,55.03,3.601,226.9735448,5.124
20,17-12-2010,2819193.17,0,24.07,3.14,204.6321194,7.484
6,10-08-2012,1588380.73,0,87.04,3.494,223.5699533,5.668
30,26-10-2012,439424.5,0,70.5,3.506,223.0783366,6.17
36,22-10-2010,424956.3,0,72.24,2.698,210.6271444,8.476
18,25-05-2012,1088446.58,0,65.48,3.85,138.1101935,8.304
21,27-05-2011,744389.81,0,76.86,3.786,215.1544822,7.931
1,04-05-2012,1684519.99,0,75.55,3.749,221.6718,7.143
5,01-07-2011,327093.89,0,85.81,3.524,215.7474537,6.529
1,26-02-2010,1409727.59,0,46.63,2.561,211.3196429,8.106
30,16-07-2010,438068.71,0,85.61,2.623,210.7577954,8.099
4,29-10-2010,1933333.0,0,56.94,2.718,126.4364194,7.127
1,12-03-2010,1439541.59,0,57.79,2.667,211.3806429,8.106
38,28-01-2011,357557.16,0,50.74,3.342,127.5800323,14.021
7,08-04-2011,500552.16,0,30.64,3.532,192.3418571,8.595
19,02-07-2010,1549018.68,0,66.25,2.958,132.5218667,8.099
31,01-10-2010,1213981.64,0,70.28,2.603,211.3298742,8.163
8,15-04-2011,908278.74,0,63.55,3.743,218.7262524,6.297
19,28-05-2010,1648882.62,0,68.85,3.046,132.2939355,8.185
2,30-12-2011,1874226.52,1,44.57,3.129,219.1773063,7.441
40,12-03-2010,899352.4,0,35.1,2.805,131.784,5.892
9,28-05-2010,558143.53,0,77.12,2.759,214.4328505,6.384
21,16-04-2010,716026.51,0,67.87,2.808,210.1495463,8.2
27,04-06-2010,2073102.59,0,74.29,3.006,136.2181682,8.058
17,09-03-2012,860224.98,0,32.02,3.38,130.7413793,6.403
25,23-09-2011,620885.93,0,60.28,3.711,209.4986126,7.274
24,17-08-2012,1397970.54,0,72.87,3.963,138.1857097,8.953
18,17-08-2012,1048134.24,0,73.25,3.84,138.1857097,8.535
12,17-09-2010,852882.61,0,82.45,3.028,126.1454667,14.18
44,28-01-2011,276011.4,0,31.64,2.96,127.5800323,7.224
17,15-10-2010,838297.32,0,47.35,2.845,126.3266774,6.885
19,07-09-2012,1497073.82,1,72.2,4.076,138.4729355,8.193
40,25-03-2011,834621.39,0,28.89,3.624,133.9587419,5.114
10,30-07-2010,1832664.03,0,85.03,3.017,126.1069032,9.199
25,28-05-2010,792442.54,0,69.31,2.899,204.1406556,7.856
27,25-11-2011,2504400.71,1,47.88,3.689,140.4217857,7.906
44,14-09-2012,347726.67,0,68.55,3.749,130.9776667,5.407
17,08-07-2011,915064.22,0,70.6,3.563,129.1125,6.745
14,27-04-2012,1784029.95,0,53.2,4.004,190.8680064,8.567
25,02-09-2011,699779.0,0,67.2,3.703,208.9625161,7.274
13,17-12-2010,2771646.81,0,35.21,2.842,126.8794839,7.795
38,16-03-2012,428465.11,0,64.44,4.273,130.8261935,12.187
20,09-07-2010,2107285.85,0,78.09,2.793,204.3625658,7.527
42,08-06-2012,642671.48,0,86.87,4.103,130.8896774,7.382
18,19-11-2010,1045722.37,0,45.26,3.03,132.9172,9.331
29,26-02-2010,488417.61,0,35.98,2.753,131.686,10.064
33,26-10-2012,253731.13,0,73.7,4.301,131.1930968,6.895
11,22-04-2011,1388118.53,0,78.31,3.807,218.851237,7.574
30,25-03-2011,431754.01,0,70.33,3.473,214.2521573,8.028
16,07-05-2010,403217.22,0,37.43,2.771,189.5312483,6.842
9,30-07-2010,468675.19,0,79.83,2.64,214.9257105,6.442
41,05-08-2011,1402233.69,0,72.19,3.554,193.9110133,6.901
2,21-10-2011,1834680.25,0,64.53,3.353,217.1650042,7.441
1,13-05-2011,1604775.58,0,75.64,3.899,215.9640526,7.682
12,03-09-2010,1075758.55,0,83.12,3.087,126.1019355,14.18
23,21-09-2012,1338627.55,0,56.8,4.056,138.6534,4.156
26,02-07-2010,1078455.48,0,58.9,2.815,132.5218667,8.445
33,04-03-2011,245435.8,0,59.51,3.674,128.26475,8.951
1,29-06-2012,1540421.49,0,84.88,3.286,221.8434,7.143
38,25-03-2011,351541.62,0,54.4,3.909,128.6160645,14.021
10,09-04-2010,2041069.37,0,65.29,3.004,126.6019032,9.524
14,04-05-2012,1949354.29,0,55.21,3.951,190.9222115,8.567
41,12-08-2011,1356689.88,0,67.65,3.542,194.1105017,6.901
41,17-09-2010,1111170.91,0,62.4,2.8,190.4688287,7.335
15,01-07-2011,674669.16,0,67.43,3.916,135.4468,7.806
33,05-03-2010,291484.89,0,59.17,2.877,126.5782857,10.115
43,13-05-2011,684655.91,0,76.03,3.899,207.7281429,10.581
22,09-09-2011,1004434.54,1,69.14,3.809,140.2310173,8.023
39,27-07-2012,1487797.54,0,82.89,3.407,220.6234054,6.623
24,04-03-2011,1346994.53,0,31.36,3.605,133.6141429,8.252
42,24-12-2010,555075.27,0,57.06,3.236,126.9835806,9.003
20,19-08-2011,1990017.93,0,71.25,3.747,208.8424359,7.274
7,01-04-2011,513409.67,0,24.83,3.461,192.2691707,8.595
12,01-07-2011,961993.34,0,89.85,3.842,129.0894,13.503
36,04-05-2012,312467.52,0,77.17,3.835,220.3545033,6.989
36,01-06-2012,306005.53,0,80.74,3.567,220.4322099,6.989
35,27-04-2012,721212.45,0,52.33,4.004,141.9596595,8.876
38,12-10-2012,437320.66,0,71.74,4.468,131.1083333,10.199
33,17-12-2010,238875.26,0,61.12,3.125,126.8794839,9.265
3,05-08-2011,409981.25,0,88.45,3.684,218.9023209,7.567
23,19-10-2012,1363155.77,0,47.89,4.0,138.8336129,4.145
15,15-06-2012,636737.65,0,67.7,3.786,138.1295333,8.15
29,18-05-2012,543706.04,0,61.9,3.899,138.1065806,9.14
32,14-09-2012,1156377.47,0,64.05,3.659,198.1267184,7.872
4,09-12-2011,2508955.24,0,31.64,3.153,129.8555333,5.143
34,20-01-2012,910899.05,0,39.28,3.273,130.2792258,9.653
1,25-02-2011,1456800.28,0,62.9,3.065,213.535609,7.742
5,13-05-2011,290930.01,0,77.38,3.899,216.5343611,6.489
3,28-05-2010,350089.23,0,78.6,2.759,214.2037634,7.343
20,14-01-2011,1884345.01,0,20.39,3.205,204.7026042,7.343
9,17-08-2012,535153.47,0,86.37,3.571,225.7995323,5.277
34,12-02-2010,994610.99,1,36.13,2.573,126.4962581,9.521
15,11-02-2011,582864.35,1,21.64,3.416,133.260871,7.771
38,23-09-2011,394665.28,0,82.95,3.789,129.5183333,13.503
36,12-10-2012,300236.85,0,71.28,3.576,222.0510793,6.228
31,26-10-2012,1340232.55,0,70.5,3.506,223.0783366,6.17
26,03-06-2011,1054454.4,0,60.49,3.973,134.8551613,7.818
29,05-10-2012,520632.8,0,62.09,4.027,138.8256,9.151
21,11-06-2010,784305.55,0,83.51,2.668,211.1120018,8.2
30,25-02-2011,432687.97,0,61.27,3.065,213.190421,8.028
37,13-08-2010,491815.83,0,86.06,2.692,210.3943056,8.36
16,19-10-2012,577198.97,0,40.59,3.75,199.1481963,5.847
16,27-04-2012,398445.15,0,59.69,3.927,197.664546,6.169
37,11-11-2011,501268.78,0,63.5,3.297,216.7217373,7.716
17,02-04-2010,848521.17,0,36.94,2.842,126.6034839,6.635
13,22-10-2010,1796949.59,0,56.89,2.849,126.3815484,7.795
37,14-01-2011,525616.9,0,42.87,2.983,210.2379731,8.395
14,09-03-2012,2020839.31,0,45.52,3.848,190.3359973,8.424
39,14-09-2012,1447614.08,0,76.71,3.717,221.2601207,6.623
22,13-04-2012,939118.24,0,49.89,4.025,141.8433929,7.671
17,10-02-2012,880165.7,1,23.63,3.116,130.3849032,6.403
4,25-11-2011,3004702.33,1,47.96,3.225,129.8364,5.143
39,28-10-2011,1472663.1,0,71.05,3.372,216.4051315,7.716
28,05-11-2010,1501663.26,0,65.49,3.129,126.4912903,14.313
42,13-07-2012,628099.08,0,89.8,3.723,130.683,7.17
33,15-06-2012,290444.31,0,92.44,4.144,130.8295333,7.396
40,16-09-2011,890661.79,0,58.28,3.809,136.3145,4.584
22,18-05-2012,986612.02,0,61.9,3.899,142.0970115,7.671
30,09-04-2010,454800.96,0,65.74,2.77,210.2831653,8.2
14,16-03-2012,1941040.5,0,50.56,3.862,190.4618964,8.424
5,30-12-2011,349624.88,1,45.62,3.129,220.1178226,6.3
30,19-11-2010,423707.69,0,51.71,2.771,211.5470304,8.163
5,25-11-2011,507900.07,1,61.93,3.236,219.0428204,6.3
39,01-06-2012,1640476.77,0,80.33,3.501,220.4322099,6.989
