Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
21,22-06-2012,735870.0,0,81.78,3.346,221.4411622,6.891
22,31-08-2012,1022270.86,0,71.93,3.884,142.4054482,7.753
38,10-12-2010,355965.23,0,50.01,3.203,126.7934,14.313
13,29-10-2010,1887895.07,0,45.12,2.841,126.4364194,7.795
32,27-07-2012,1144901.52,0,77.56,3.57,197.9792136,7.872
31,22-10-2010,1262289.29,0,70.72,2.725,211.5187208,8.163
10,19-10-2012,1734834.82,0,72.71,4.449,131.1499677,6.943
32,30-03-2012,1108686.87,0,56.09,3.75,197.4133259,8.256
18,21-10-2011,1048212.62,0,55.83,3.618,136.5017742,8.471
43,12-03-2010,645386.94,0,53.67,2.667,203.3436582,9.521
28,22-07-2011,1165870.54,0,91.17,3.794,129.1507742,13.503
7,21-05-2010,395195.65,0,46.6,2.776,189.467827,8.963
44,15-04-2011,289667.55,0,41.72,3.616,128.9107333,6.906
34,26-08-2011,871404.6,0,77.27,3.523,129.2832581,10.641
11,22-07-2011,1290576.44,0,87.8,3.651,218.7857881,7.567
43,25-06-2010,625196.14,0,88.48,2.653,203.2673857,9.593
14,29-04-2011,1930617.64,0,66.18,3.962,185.8029526,8.521
4,18-06-2010,1929736.35,0,81.53,2.635,126.114,7.896
43,13-07-2012,627634.04,0,78.82,3.256,213.3134286,9.285
9,12-10-2012,558464.8,0,60.09,3.601,227.1693919,4.954
45,06-01-2012,714081.05,0,35.88,3.422,189.1940558,8.424
16,10-09-2010,537518.57,1,57.24,2.78,190.3958293,6.868
26,19-08-2011,1021766.75,0,60.58,3.82,136.183129,7.767
27,09-04-2010,1955814.13,0,62.62,2.992,135.7856359,8.058
23,23-03-2012,1288154.1,0,57.82,3.889,137.6552903,4.261
3,15-07-2011,373454.33,0,87.14,3.575,218.7275216,7.567
16,29-10-2010,495022.51,0,35.76,2.748,190.951728,6.986
8,24-08-2012,936373.65,0,73.77,3.62,225.7418442,5.401
37,09-07-2010,502456.04,0,81.74,2.642,209.8708867,8.36
23,11-02-2011,1249786.4,1,21.52,3.255,133.260871,5.114
36,09-03-2012,318674.93,0,63.19,3.647,219.7437314,7.244
25,19-03-2010,659795.84,0,45.0,2.844,204.3782258,8.187
16,16-04-2010,436312.41,0,45.69,2.765,189.6628845,6.842
13,13-04-2012,2057637.86,0,51.7,3.833,131.108,5.965
8,04-02-2011,944594.78,0,24.48,2.989,215.9327797,6.262
18,27-08-2010,1214302.76,0,67.05,2.77,132.6932258,9.342
1,09-07-2010,1546074.18,0,80.48,2.642,211.108414,7.787
15,29-04-2011,560764.41,0,55.46,4.117,134.4357333,7.658
12,19-08-2011,966817.24,0,91.74,3.743,129.2405806,13.503
5,03-08-2012,324195.17,0,86.91,3.417,222.5385111,5.603
33,25-03-2011,238084.08,0,63.34,3.716,128.6160645,8.951
20,06-08-2010,1910177.38,0,74.57,2.784,204.7293252,7.527
10,21-10-2011,1745928.56,0,77.91,3.842,129.7821613,7.874
37,27-05-2011,507086.75,0,81.28,3.786,214.2408462,8.3
18,22-10-2010,1052120.43,0,47.12,2.919,132.8170968,9.331
27,15-10-2010,1728388.2,0,58.38,2.999,136.6401935,8.021
17,22-10-2010,815093.76,0,47.95,2.849,126.3815484,6.885
4,10-09-2010,1865820.81,1,73.54,2.574,126.1145806,7.372
8,13-05-2011,895763.41,0,72.96,3.899,219.4159857,6.297
1,07-10-2011,1630989.95,0,69.31,3.285,217.0453684,7.866
11,05-02-2010,1528008.64,0,46.04,2.572,214.4248812,7.368
11,04-03-2011,1399456.99,0,66.5,3.288,217.1716979,7.551
26,27-01-2012,820059.89,0,24.16,3.568,136.9598387,7.467
43,06-07-2012,645618.59,0,82.68,3.227,213.2797452,9.285
2,05-10-2012,1998321.04,0,70.27,3.617,222.8159296,6.17
18,04-02-2011,1055841.24,0,20.79,3.24,133.1834194,9.131
4,24-09-2010,1810684.68,0,60.96,2.642,126.1900333,7.372
2,03-06-2011,1933756.21,0,83.07,3.699,214.9254865,7.931
19,14-05-2010,1437319.45,0,46.53,3.112,132.152129,8.185
29,29-07-2011,474653.06,0,75.32,3.898,135.9639355,9.863
25,10-02-2012,658984.38,1,32.47,3.64,213.1186138,6.961
27,31-08-2012,1731935.43,0,75.0,4.026,142.4054482,8.239
43,28-10-2011,572516.57,0,66.82,3.372,209.3692488,10.148
21,31-12-2010,672903.23,1,47.19,2.943,211.064774,8.163
19,26-03-2010,1427023.45,0,39.07,2.963,131.863129,8.35
10,26-08-2011,1728399.07,0,91.59,3.663,129.2832581,8.257
2,04-11-2011,1959707.9,0,55.53,3.332,217.4853605,7.441
32,22-07-2011,1185674.48,0,76.0,3.545,193.5120367,8.622
5,30-07-2010,268929.03,0,82.46,2.64,211.9270006,6.496
40,11-11-2011,1037687.07,0,40.75,3.57,136.4618065,4.42
16,10-02-2012,473766.97,1,23.69,3.103,196.9195056,6.162
37,06-05-2011,547513.3,0,69.56,3.906,214.5240376,8.3
16,28-09-2012,469607.73,0,51.4,3.789,198.5903276,6.061
5,28-10-2011,307035.11,0,69.27,3.372,218.2468539,6.3
45,25-11-2011,1170672.94,1,48.71,3.492,188.3504,8.523
16,12-10-2012,491817.19,0,43.26,3.76,199.0539368,5.847
24,26-10-2012,1307182.29,0,55.16,4.071,138.7281613,8.693
43,11-02-2011,635650.98,1,40.65,3.022,204.873871,10.398
33,07-01-2011,243948.82,0,46.25,3.287,127.1917742,8.951
41,23-07-2010,1192213.87,0,70.77,2.691,189.774698,7.335
30,13-08-2010,444160.07,0,89.65,2.692,211.2951413,8.099
41,19-10-2012,1326197.24,0,49.56,3.75,199.1481963,6.195
25,15-10-2010,616094.72,0,54.09,2.868,205.0137637,7.484
29,02-09-2011,497085.91,0,69.16,3.784,136.2440968,9.863
26,06-08-2010,1125329.77,0,62.93,2.792,132.6141935,8.445
21,03-08-2012,693785.85,0,91.57,3.417,221.5869799,6.565
40,24-08-2012,945318.47,0,63.91,3.874,138.2814516,4.156
6,29-04-2011,1479249.9,0,75.27,3.81,217.1847255,6.855
18,06-04-2012,1200815.3,0,43.8,3.957,137.7970968,8.304
34,10-12-2010,1086661.02,0,41.93,2.86,126.7934,10.21
33,24-12-2010,249246.8,0,60.43,3.236,126.9835806,9.265
38,09-04-2010,341630.46,0,59.25,3.09,126.6019032,14.099
33,04-05-2012,270497.51,0,82.43,4.058,131.136,7.396
33,04-02-2011,234218.03,0,49.26,3.348,127.7195806,8.951
28,13-07-2012,1179915.04,0,95.61,3.723,130.683,10.926
37,14-09-2012,514651.74,0,78.16,3.717,221.2601207,6.623
44,29-04-2011,281247.97,0,43.85,3.683,128.9998667,6.906
5,06-04-2012,402985.7,0,70.4,3.891,222.0225762,5.801
29,15-06-2012,552338.76,0,66.56,3.683,138.1295333,9.14
33,28-10-2011,231319.96,0,76.73,3.843,129.7936774,8.01
23,16-12-2011,2173621.2,0,32.99,3.445,136.5335161,4.42
13,17-09-2010,1790279.74,0,66.84,2.875,126.1454667,7.951
15,12-02-2010,682447.1,1,22.0,2.94,131.5866129,8.35
35,27-01-2012,588722.99,0,36.96,3.567,140.9124021,8.744
20,25-05-2012,2114989.0,0,70.04,3.798,214.5499425,7.139
26,08-06-2012,1106176.83,0,49.43,3.746,138.1174194,7.489
22,27-08-2010,1081420.96,0,68.99,2.77,136.557015,8.433
16,06-08-2010,586936.45,0,67.42,2.69,190.0990028,6.868
30,20-05-2011,435102.2,0,68.36,3.907,215.3834778,7.931
13,31-08-2012,2073855.42,0,79.18,3.624,130.8853548,5.765
4,18-03-2011,2116475.38,0,51.86,3.495,128.5121935,6.51
12,20-04-2012,1006486.96,0,66.73,4.222,131.1173333,11.627
29,15-10-2010,483011.69,0,55.23,2.878,132.7633548,10.524
16,23-09-2011,504856.97,0,50.39,3.581,194.8099713,6.338
25,19-11-2010,718056.73,0,42.72,3.0,205.0992811,7.484
33,20-01-2012,244899.2,0,55.99,3.66,130.2792258,7.603
17,17-09-2010,871264.25,0,58.53,2.875,126.1454667,6.697
6,20-05-2011,1382783.83,0,72.01,3.907,217.2896095,6.855
4,11-11-2011,2203028.96,0,47.12,3.286,129.8167097,5.143
4,18-11-2011,2243946.59,0,50.44,3.294,129.8268333,5.143
31,11-03-2011,1405572.93,0,54.69,3.459,213.7646401,8.028
21,12-08-2011,776933.37,0,92.32,3.638,215.2593211,7.852
36,12-03-2010,441434.2,0,61.96,2.619,210.1413607,8.554
37,11-06-2010,481915.11,0,82.3,2.668,210.2135668,8.464
37,21-05-2010,510494.7,0,77.34,2.826,209.3922937,8.464
17,16-03-2012,853136.46,0,43.69,3.529,130.8261935,6.403
16,15-04-2011,427855.24,0,34.59,3.611,192.4225954,6.339
40,27-01-2012,770157.29,0,22.91,3.568,136.9598387,4.261
6,06-05-2011,1504651.57,0,65.42,3.906,217.3547569,6.855
36,30-04-2010,457899.64,0,70.9,2.725,209.170772,8.464
31,10-12-2010,1475685.1,0,46.35,2.843,211.1247993,8.163
11,26-08-2011,1304706.75,0,89.09,3.523,219.0866908,7.567
14,16-07-2010,2130287.27,0,77.84,2.783,182.2604411,8.743
5,12-08-2011,289886.16,0,90.16,3.638,216.1678032,6.529
44,23-09-2011,307409.13,0,63.6,3.648,129.5183333,6.56
16,28-01-2011,448391.99,0,20.8,3.008,191.667891,6.614
13,23-09-2011,1847430.96,0,63.6,3.648,129.5183333,6.877
3,09-09-2011,377347.49,1,81.72,3.546,219.2135305,7.567
40,06-08-2010,1057295.87,0,69.16,2.792,132.6141935,5.326
45,13-04-2012,781970.6,0,51.83,4.044,190.7595962,8.567
1,11-05-2012,1611096.05,0,73.77,3.688,221.7256632,7.143
3,04-11-2011,459443.22,0,59.31,3.332,221.245968,7.197
2,01-07-2011,1866243.0,0,85.69,3.524,214.8368678,7.852
16,17-06-2011,581546.23,0,58.34,3.697,192.9034759,6.339
35,28-05-2010,1223777.48,0,67.88,2.899,136.1489101,9.051
12,12-11-2010,942475.24,0,57.79,3.13,126.5461613,14.313
41,12-11-2010,1175326.23,0,38.99,2.737,191.0411474,7.508
26,11-03-2011,946614.55,0,28.13,3.6,133.7361429,7.907
7,03-02-2012,580453.32,0,22.2,3.031,196.8728921,8.256
41,18-03-2011,1115504.26,0,40.19,3.406,192.1237981,7.241
43,06-08-2010,698536.06,0,84.66,2.627,203.4173387,9.816
35,09-07-2010,1268766.76,0,82.69,2.793,136.3962643,8.861
3,01-07-2011,368962.72,0,85.1,3.524,218.5467052,7.567
27,01-06-2012,1900638.6,0,73.4,3.915,142.1095438,8.253
41,14-10-2011,1247130.22,0,47.43,3.491,195.0261012,6.759
9,20-01-2012,480130.04,0,51.56,3.268,223.7114288,5.667
32,03-09-2010,1095932.51,0,70.2,2.773,190.3621607,9.017
26,18-05-2012,978082.84,0,52.55,3.899,138.1065806,7.489
38,27-07-2012,407186.47,0,93.47,3.769,130.7195806,10.926
18,14-09-2012,960476.1,0,64.45,3.988,138.5673,8.535
24,31-08-2012,1344558.92,0,71.18,4.026,138.3771935,8.953
15,08-10-2010,591603.79,0,52.19,2.903,132.7516667,8.067
6,11-03-2011,1494497.39,0,57.71,3.459,215.6488731,6.858
42,19-11-2010,524316.21,0,58.83,3.047,126.6072,9.003
25,03-08-2012,709724.6,0,72.08,3.654,214.7433514,7.28
43,12-08-2011,595626.56,0,86.64,3.638,207.4330369,10.641
42,01-04-2011,508432.17,0,67.64,3.772,128.7199355,8.494
12,13-01-2012,865467.86,0,48.07,3.657,130.244,12.187
3,12-08-2011,380376.85,0,88.88,3.638,218.9605873,7.567
39,02-12-2011,1632894.58,0,53.14,3.172,217.4229206,7.716
29,12-10-2012,513737.0,0,54.18,4.029,138.9117,9.151
2,05-03-2010,1991013.13,0,47.17,2.625,211.0067542,8.324
40,01-04-2011,841889.08,0,28.6,3.638,134.0682581,4.781
22,23-09-2011,899834.75,0,62.36,3.758,140.32725,8.023
36,25-02-2011,380279.44,0,67.73,3.053,212.2912786,8.395
3,01-06-2012,432268.53,0,81.55,3.501,225.2518313,6.664
42,10-06-2011,616701.99,0,84.57,3.981,129.0357097,8.494
25,23-07-2010,665290.93,0,75.37,2.771,204.4812188,7.527
26,12-02-2010,1015684.09,1,18.14,2.771,131.5866129,8.488
23,29-06-2012,1451782.16,0,64.23,3.577,138.1962667,4.125
8,03-09-2010,899036.47,0,76.14,2.577,214.894576,6.315
30,17-12-2010,445332.28,0,48.63,2.869,211.0645458,8.163
6,12-10-2012,1459396.84,0,65.43,3.601,225.0054733,5.329
28,06-05-2011,1515890.38,0,68.4,4.193,129.0444333,13.736
1,05-08-2011,1624383.75,0,91.65,3.684,215.544618,7.962
16,20-01-2012,474389.75,0,29.3,3.055,196.7796652,6.162
34,13-08-2010,951208.65,0,76.72,2.698,126.064,9.816
42,05-02-2010,543384.01,0,54.34,2.962,126.4420645,9.765
42,10-12-2010,585175.24,0,60.51,3.091,126.7934,9.003
31,02-03-2012,1427881.22,0,59.3,3.63,220.4866886,7.057
6,01-07-2011,1694551.15,0,87.0,3.524,216.7257388,6.925
16,31-08-2012,551837.31,0,64.19,3.556,198.0967341,6.061
29,04-11-2011,620735.72,0,42.81,3.586,136.475129,9.357
28,15-10-2010,1158062.99,0,75.0,2.976,126.3266774,14.313
39,19-03-2010,1301590.13,0,58.62,2.72,209.9803208,8.554
38,12-11-2010,340147.2,0,57.79,3.13,126.5461613,14.313
26,04-03-2011,945643.17,0,14.31,3.437,133.6141429,7.907
36,29-07-2011,354361.08,0,84.99,3.66,214.2343177,8.177
3,28-09-2012,389813.02,0,77.46,3.666,226.5180926,6.334
3,17-02-2012,475591.08,0,52.39,3.51,223.9170153,6.833
34,29-04-2011,895973.02,0,57.73,3.781,128.9998667,10.581
43,29-04-2011,611464.21,0,71.34,3.81,207.4148429,10.581
19,23-12-2011,2480159.47,0,36.09,3.587,136.5883871,7.866
42,23-04-2010,492364.77,0,66.42,3.05,126.4713333,9.524
31,24-09-2010,1230250.25,0,80.79,2.624,211.2552578,8.099
25,08-04-2011,648606.13,0,42.11,3.72,208.1092642,7.287
11,27-08-2010,1311263.07,0,87.7,2.619,214.8897938,7.346
33,31-12-2010,219804.85,1,52.91,3.148,127.0876774,9.265
37,05-03-2010,519255.68,0,51.33,2.625,210.1092746,8.554
27,04-05-2012,1669388.45,0,53.68,4.124,142.0177929,8.253
35,03-02-2012,746901.03,0,42.52,3.617,141.0161924,8.744
43,04-05-2012,637964.2,0,77.47,3.749,213.1125857,9.575
17,20-05-2011,844443.35,0,51.93,3.802,129.0756774,6.774
18,23-04-2010,1132433.55,0,50.3,2.895,132.0226667,9.269
35,20-07-2012,841224.74,0,78.64,3.567,142.2337569,8.839
4,08-10-2010,1951494.85,0,67.73,2.645,126.2791667,7.127
2,25-06-2010,1939927.09,0,86.26,2.653,210.9950134,8.2
39,27-04-2012,1456997.2,0,69.11,3.814,220.3014485,6.989
44,14-05-2010,286515.92,0,50.15,2.962,126.2085484,7.972
45,23-09-2011,714106.42,0,63.75,3.711,187.0295321,8.625
15,26-03-2010,592111.49,0,39.53,2.963,131.863129,8.35
22,26-08-2011,1181815.31,0,72.22,3.796,140.1629528,8.023
7,26-11-2010,835189.26,1,17.95,2.742,191.0121805,9.137
36,21-05-2010,474917.98,0,77.34,2.767,209.3922937,8.464
17,12-03-2010,763961.82,0,29.71,2.733,126.6042857,6.548
26,19-10-2012,975578.02,0,43.51,4.0,138.8336129,7.138
38,08-10-2010,351271.36,0,71.82,3.013,126.2791667,14.313
13,07-01-2011,1744544.39,0,16.94,2.891,127.1917742,7.47
11,18-05-2012,1352442.31,0,72.53,3.63,225.2512024,6.664
22,06-08-2010,1010326.14,0,74.37,2.792,136.4741118,8.433
34,25-05-2012,1015737.61,0,72.42,3.551,131.0287742,9.575
15,26-11-2010,1120018.92,1,40.71,3.186,132.8369333,8.067
6,04-02-2011,1514999.17,0,40.59,2.989,214.0887176,6.858
11,05-08-2011,1403198.94,0,90.04,3.684,218.9023209,7.567
44,20-01-2012,316948.39,0,32.71,3.047,130.2792258,5.774
44,04-02-2011,293953.08,0,23.35,2.974,127.7195806,7.224
30,26-11-2010,462732.36,1,62.96,2.735,211.4062867,8.163
24,26-02-2010,1158722.74,0,33.98,2.91,131.686,8.326
6,03-02-2012,1496305.78,0,57.45,3.36,221.7707093,6.132
10,27-04-2012,1712987.56,0,80.11,4.088,131.1266667,7.382
10,02-12-2011,2068097.18,0,57.29,3.701,129.8459667,7.874
16,26-02-2010,443242.17,0,18.12,2.586,189.6018023,7.039
12,06-05-2011,1021154.48,0,68.4,4.193,129.0444333,13.736
44,15-10-2010,268708.43,0,54.12,2.845,126.3266774,7.61
3,06-04-2012,503232.13,0,73.01,3.891,224.9393405,6.664
7,23-07-2010,570231.21,0,64.64,2.691,189.774698,9.017
25,24-08-2012,756527.64,0,64.53,3.834,214.9567044,7.28
9,08-10-2010,505069.21,0,65.35,2.633,215.290437,6.56
31,15-07-2011,1415473.91,0,91.05,3.575,215.0134426,7.852
15,20-07-2012,592369.22,0,75.31,3.732,138.2331935,8.193
4,13-08-2010,2007050.75,0,78.08,2.698,126.064,7.372
14,04-11-2011,2174056.71,0,43.92,3.551,187.9703629,8.523
5,04-05-2012,360932.69,0,77.1,3.749,222.2594722,5.801
36,29-04-2011,340708.78,0,76.1,3.837,214.3580974,8.3
14,25-11-2011,2685351.81,1,48.71,3.492,188.3504,8.523
19,14-09-2012,1370653.41,0,65.08,4.088,138.5673,8.193
34,22-10-2010,936293.6,0,58.11,2.736,126.3815484,10.21
39,17-08-2012,1720221.91,0,84.72,3.571,220.7199609,6.623
14,30-07-2010,2054843.28,0,79.78,2.781,182.4415378,8.743
34,17-02-2012,1123446.51,0,37.25,3.493,130.4546207,9.653
18,22-04-2011,1105860.06,0,45.99,3.919,134.3571,8.975
22,24-09-2010,902779.25,0,65.14,2.718,136.6317821,8.433
26,20-08-2010,1007385.36,0,62.68,2.796,132.6616129,8.445
6,03-08-2012,1627274.93,0,87.55,3.417,223.5607856,5.668
4,06-04-2012,2470206.13,0,67.69,3.864,131.0375484,4.308
27,19-03-2010,1700627.97,0,49.04,2.96,135.6682247,8.237
30,12-11-2010,431266.64,0,60.95,2.728,211.6608975,8.163
26,03-02-2012,939158.25,0,25.24,3.633,137.0632581,7.467
37,20-01-2012,543894.07,0,58.9,3.268,218.6755292,7.244
31,03-02-2012,1391479.91,0,55.83,3.36,219.8118854,7.057
21,03-02-2012,680725.43,0,55.83,3.36,219.8118854,7.057
18,23-12-2011,1882393.4,0,35.78,3.413,136.5883871,8.471
8,31-12-2010,773586.49,1,41.47,2.943,214.7447295,6.433
14,13-01-2012,1696248.27,0,41.18,3.513,189.3260962,8.424
18,30-12-2011,1010562.49,1,32.36,3.402,136.6432581,8.471
33,19-10-2012,254412.34,0,75.55,4.449,131.1499677,6.895
2,25-11-2011,2614202.3,1,56.36,3.236,218.1130269,7.441
8,17-08-2012,896613.19,0,81.21,3.571,225.6050797,5.401
44,30-12-2011,263917.85,1,31.53,3.119,130.0710323,6.078
43,21-10-2011,594625.96,0,70.3,3.353,209.2222327,10.148
34,25-11-2011,1345595.82,1,45.99,3.225,129.8364,10.148
21,11-05-2012,649945.54,0,74.14,3.688,221.3632212,6.891
36,08-07-2011,377464.62,0,84.71,3.44,214.0245556,8.177
31,03-09-2010,1302047.48,0,82.57,2.577,211.1886931,8.099
28,18-03-2011,1286413.71,0,64.21,3.692,128.5121935,14.021
22,07-09-2012,996628.8,1,73.3,3.921,142.500303,7.753
42,09-04-2010,582552.26,0,65.29,3.004,126.6019032,9.524
29,03-06-2011,598251.57,0,70.09,3.973,134.8551613,9.966
39,22-07-2011,1416005.59,0,84.6,3.651,214.1713416,8.177
23,09-09-2011,1423289.9,1,66.04,3.809,136.2745806,4.584
13,16-03-2012,2025582.62,0,52.5,3.529,130.8261935,6.104
5,02-07-2010,305993.27,0,81.25,2.669,211.7801861,6.496
20,02-04-2010,2405395.22,0,51.0,2.85,204.0252842,7.856
29,24-08-2012,615026.15,0,70.42,3.874,138.2814516,9.419
4,10-08-2012,2193367.69,0,83.21,3.476,130.7561613,4.077
36,02-07-2010,434252.15,0,81.85,2.606,209.984205,8.36
2,06-01-2012,1799520.14,0,46.75,3.157,219.355063,7.057
35,26-08-2011,897037.25,0,72.88,3.704,140.1629528,8.684
3,18-05-2012,418112.76,0,72.38,3.63,225.2512024,6.664
11,30-04-2010,1239766.89,0,71.13,2.78,213.6716815,7.343
2,11-05-2012,1917520.99,0,73.87,3.688,221.3632212,6.891
41,14-09-2012,1306644.25,0,59.39,3.659,198.1267184,6.432
12,27-04-2012,1004252.38,0,77.99,4.193,131.1266667,11.627
13,09-04-2010,1898321.33,0,38.97,2.877,126.6019032,8.107
18,06-05-2011,1065427.37,0,54.17,4.078,134.5143667,8.975
39,31-08-2012,1710923.94,0,83.72,3.638,220.9853964,6.623
3,18-02-2011,432782.1,0,61.58,3.045,216.5843571,7.551
42,16-03-2012,618767.26,0,62.11,4.273,130.8261935,7.545
12,20-08-2010,948447.34,0,92.81,3.041,126.0766452,14.18
27,26-03-2010,1836714.84,0,52.34,2.963,135.7073618,8.237
45,29-07-2011,704680.97,0,81.31,3.829,186.2955962,8.625
20,27-05-2011,1944433.17,0,69.12,3.985,208.556714,7.287
11,18-11-2011,1315091.63,0,66.17,3.308,221.6432852,7.197
34,11-03-2011,943951.67,0,45.87,3.461,128.3995,10.398
40,18-05-2012,896295.41,0,57.59,3.899,138.1065806,4.125
